1.43.5.235,t,ios,comunity,PRUEBAS_COMS,EXPO,WS-C2960-24TC-L,FOC1245Y541
1.43.5.233,st,huawei,comunity,PRUEBAS_CCM10,RESIDENCIA JAVALAMBRE,S2700-9TP-PWR-EI,21023523356TC8000022`
